學	hok8										
開	hoi1	～口。死～，死了。									
海	hoi3										
害	hoi5										
寒	hon2										
罕	hon3										
翰	hon5										
糠	hoŋ1										
以	i1										
衣	i1										
醫	i1										
於	i1										
而	i2										
雨	i3										
倚	i3										
異	i5										
易	i5										
意	i5										
也	ia1	主～！									
野	ia1										
爺	ia2										
耶	ia2										
鹽	iam2										
要	iau5										
邑	ip7										
一	it7										
越	iet8										
完	ien2	講～li1，講完了。									
然	ien2										
緣	ien2	～故。									
遠	ien3										
縣	ien5										
遠	ieŋ3	原文誤。									
陰	im1										
音	im1										
淫	im2										
飲	im3										
□	in1	丈～婆，岳母。									
引	in1	～路。									
因	in1										
仍	in2										
榮	in2										
緣	in2	無～白事，無緣無故。原文可能誤。									
孕	in3	得～，懷孕。									
應	in5	～當。～該。									
約	iok7										
若	iok8										
藥	iok8										
養	ioŋ1										
揚	ioŋ2										
羊	ioŋ2										
讓	ioŋ2	～耶穌个名聲在箇處地方，讓耶穌名聲在那傳。									
樣	ioŋ5										
友	iu1										
有	iu1										
由	iu2										
猶	iu2										
憂	iu2										
柔	iu2										
揉	iu2	～抹你頭，梳理你的頭髮。									
遊	iu2										
誘	iu3										
又	iu5										
佑	iu5										
辱	iuk8										
乳	iui1	～香。									
允	iun1										
永	iun3										
蘊	iun3										
容	iuŋ2										
用	iuŋ5										
荷	kʰai1	～重擔。									
堪	kʰam1	毋～，不配。									
巧	kʰau3	～捷，靈敏。									
考	kʰau3										
刻	kʰet7										
缺	kʰet7										
□	kʰem2	蓋。									
權	kʰen2										
件	kʰen5										
健	kʰen5										
欺	kʰi1										
徛	kʰi1	站。									
奇	kʰi2										
祈	kʰi2										
懼	kʰi3										
狹	kʰiap8	～門，窄門。									
謙	kʰiam1										
輕	kʰiaŋ1										
及	kʰip8										
極	kʰit8										
求	kʰiu2										
舊	kʰiu5										
畜	kʰiuk7										
群	kʰiun2										
羣	kʰiun2										
近	kʰiun5										
窮	kʰiuŋ2										
共	kʰiuŋ5	～ʃin2十二個人，總共十二個人。									
戈	kʰo1	干～。									
可	kʰo3										
攰	kʰoi5	累。									
寬	kʰon1										
惶	kʰon2	【又音】不安、害怕。原文可能誤。									
看	kʰon5										
恐	kʰoŋ2	～怕。可能原文誤，kʰoŋ2是口語詞的害怕。									
惶	kʰoŋ2	不安、害怕。									
況	kʰoŋ3										
苦	kʰu3										
快	kʰuai5										
曲	kʰuk7										
哭	kʰuk7										
困	kʰun5										
空	kʰuŋ1										
拉	la1	亞伯～罕。									
拿	la1	～撒勒。									
嗱	la1	【替字】頭～，頭。									
□	la1	頭～，頭。									
哪	la5	～ha2，誰。									
□	lai1	～現出分無形無跡个天父看，只給無影無蹤的天父看。									
泥	lai2										
□	lai5	～子，兒子。									
耐	lai5										
哪	lai5										
賴	lai5										
倈	lai5	～子，兒子。									
蘭	lan2										
難	lan5										
冷	laŋ1										
伶	laŋ2										
另	laŋ5										
惱	lau1	憎～，厭惡。分大衆人～，被大衆討厭。									
撈	lau1	和、同。									
勞	lau2										
老	lau3										
佬	lau3										
澇	lau5										
了	le1	天國近～。									
了	le5	主he5～，肯定相信主。									
𠢠	let7	荊棘～樹，荊棘。									
列	let8										
烈	let8										
勒	let8										
寧	len2										
連	len2										
憐	len2	可～。									
能	len2										
□	leu5	～夜，連夜。									
漏	leu5										
子	li1	箇～，那裏。tʰan5～，地方。壇前～，祭壇前面。暗摸摸～，暗暗的。船～，船。									
禮	li1										
裏	li1	書～有講。水～。船～。									
里	li1										
呢	li1	在麼个地方出世～，在什麼地方出生呢？									
哩	li1	【替字】箇～，那裏。tʰan5～，地方。壇前～，祭壇前面。暗摸摸～，暗暗的。									
理	li1										
□	li2	生～嫲，被休的女人。今指行爲不檢點的女人。在當時猶太社會，女性無獨立生存能力，被休只能再嫁，再嫁就是淫亂，所以被休的女人是不檢點的女人。									
呢	li2	la5 ha2教你閃脫後來个刑罰～，誰教你逃脫後來的刑罰的呢？									
狸	li2										
離	li2										
藜	li2										
釐	li2										
吏	li5										
麗	li5										
利	li5										
俐	li5										
慮	li5										
痢	li5										
嶺	liaŋ1										
領	liaŋ1										
立	lip8										
力	lit8										
歷	lit8										
臨	lim2										
靈	lin2										
憐	lin2	～恤。									
令	lin5										
略	liok8										
涼	lioŋ2										
糧	lioŋ2										
兩	lioŋ3	兩子oi1，母女二人。									
樣	lioŋ5	合音。～pen1，怎麼。									
□	lioŋ5	合音。～pen1，怎麼。									
流	liu2										
拿	lo1	～錢。									
囉	lo1	就好在暗～，就只能在暗處囉。									
羅	lo2										
戮	lo5	殺～。									
囉	lo5	離別我走～，離開我走吧。醫好～，醫好囉。									
樂	lok8										
落	lok8										
來	loi2										
郎	loŋ2										
狼	loŋ2										
浪	loŋ5										
黸	lu1	鏽。									
奴	lu2										
爐	lu2										
怒	lu5										
路	lu5										
律	lut8										
六	luk7										
內	lui5										
淚	lui5										
類	lui5										
倫	lun2										
論	lun5										
農	luŋ2										
攏	luŋ3	～總，全部。									
毋	m1	不。你信～，你信嗎？									
馬	ma1										
瑪	ma1										
麻	ma2										
嫲	ma2										
罵	ma5										
抹	mat7										
麼	mak7	～个，什麼。									
埋	mai2										
賣	mai5										
氓	man1	【替字】細～崽，小朋友。									
□	man1	細～崽，小朋友。									
滿	man1										
盲	maŋ2	～眼人。									
蜢	maŋ2										
盲	maŋ3	～佬，盲人。可能原文誤。									
毛	mau1										
無	mau2										
免	men1										
勉	men1										
面	men5										
謀	meu2										
母	mi1	阿～，媽媽。									
米	mi3										
名	miaŋ2										
命	miaŋ5										
蜜	mit8										
民	min2										
明	min2										
命	min5	王～，王的命令。									
網	mioŋ3										
摸	mo1	暗～～，暗暗的。									
魔	mo1										
摩	moi1	～房，同房。香港今讀moi2，可能原文誤。									
妹	moi5										
亡	moŋ2										
望	moŋ5										
舞	mu3	跳～。									
墓	mu5										
□	mut7	腐爛。									
歿	mut7	腐爛。									
沒	mut8	～藥。									
木	muk7										
目	muk7										
□	mui1	～～lau1佢講和，趕緊和他講和。									
□	mui2	～～走緊落山，快速跑下山。									
味	mui5										
門	mun2										
悶	mun3										
問	mun5										
蒙	muŋ2										
懵	muŋ3	pot7癲pot7～个，發癲、癡呆的。									
夢	muŋ5										
魚	ŋ2										
女	ŋ3	子～。									
五	ŋ3										
我	ŋa1	～/～个，我的。									
牙	ŋa2										
衙	ŋa2										
伢	ŋa2	嬰～崽，嬰兒。									
我	ŋai2										
啱	ŋam1	lau1你毋～，和你關係不好。～～，剛剛。									
眼	ŋan3										
岸	ŋan5										
硬	ŋan5	舊衫 tai5 mut7，新布 tai5 ŋan5——舊衣服黴爛，新布？。硬今讀ŋaŋ5，可能原文誤。									
硬	ŋaŋ5										
咬	ŋau1										
語	ŋi1										
儀	ŋi2										
你	ŋi2	～兜/～兜人，你們。									
疑	ŋi2										
女	ŋi3	婦～人。									
耳	ŋi3										
二	ŋi5										
義	ŋi5										
遇	ŋi5										
餓	ŋo5										
樂	ŋok8	奏～。									
外	ŋoi5										
嚴	`ȵ``am2`										
黏	`ȵ``am2`	～肉衫，內衣。									
□	`ȵ``am5`	～前，面前。									
念	`ȵ``am5`										
驗	`ȵ``am5`										
熱	`ȵ``et8`										
年	`ȵ``en2`										
願	`ȵ``en5`										
你	`ȵ``ia1`	～/～个，你的。～兜，你們。									
□	`ȵ``ia3`	這。									
若	`ȵ``ia3`	【替字】這。									
拈	`ȵ``iam1`										
入	`ȵ``ip8`										
日	`ȵ``it7`										
任	`ȵ``im5`										
人	`ȵ``in2`										
認	`ȵ``in5`										
娘	`ȵ``oŋ2`										
肉	`ȵ``uk7`										
獄	`ȵ``uk8`										
忍	`ȵ``un1`										
銀	`ȵ``un2`										
屙	o1										
惡	ok7										
□	oi1	母親。									
𡟓	oi1	【替字】母親。									
愛	oi5										
安	on1										
嬰	oŋ1	～ŋa2崽，嬰兒。									
潑	pʰat7	～淨，撥拍乾淨。									
□	pʰat8	可能X音節，～餓。									
潑	pʰat8	【替字】可能X音節，～餓。									
白	pʰak8										
排	pʰai2	咁～場，體面、富有。									
磐	pʰan2										
判	pʰan5										
泛	pʰaŋ5	～穀，空穀。									
拋	pʰau1										
撇	pʰet7	分人害～，被人害了。									
帛	pʰet7										
別	pʰet8										
朋	pʰen2										
片	pʰen3										
騙	pʰen5										
皮	pʰi2										
備	pʰi5										
平	pʰiaŋ2	～地。									
病	pʰiaŋ5										
衛	pʰit7	大～，David。									
平	pʰin2										
品	pʰin3										
紡	pʰioŋ3										
婆	pʰo2										
破	pʰo5										
拍	pʰok7										
背	pʰoi5	背離。									
鋪	pʰu1										
扶	pʰu2										
菩	pʰu2										
葡	pʰu2										
譜	pʰu3										
僕	pʰuk8										
伏	pʰuk8	～低頭拜我。									
陪	pʰui2										
□	pʰuŋ2	～據，證據。									
憑	pʰuŋ2	【替字】～據，證據。									
沙	sa1										
紗	sa1										
傞	sa2	【替字】人。人～，人們。									
□	sa2	人。人～，人們。									
殺	sat7										
薩	sat7										
撒	sat7	耶路～冷。									
□	sai1	浪費。									
嘥	sai1	浪費。									
豺	sai2										
三	sam1										
衫	sam1										
山	san1										
□	san5	好困苦流離～，很困苦流離。									
生	saŋ1	～命。門～。									
牲	saŋ1										
洗	se3										
□	sep7	樹～，能進眼睛的一點刺、屑。									
屑	sep7	【替字】樹～，能進眼睛的一點刺、屑。									
色	set7										
□	sem5	分魔鬼～倒，被魔鬼附身。									
先	sen1	之～，之前。～生，夫子。									
宣	sen1										
愁	seu2										
蛇	ʃa2										
舍	ʃa5										
赦	ʃa5										
石	ʃak8										
閃	ʃam3										
聲	ʃaŋ1										
成	ʃaŋ2										
城	ʃaŋ2										
燒	ʃau1										
少	ʃau3										
世	ʃe5	出～，出生。									
設	ʃet7										
善	ʃen5										
施	ʃi1										
時	ʃi2										
世	ʃi5	～間。									
市	ʃi5										
勢	ʃi5										
視	ʃi5										
是	ʃi5										
施	ʃi5	～捨。出現多次，可能原文誤。									
恃	ʃi5	倚～。									
誓	ʃi5										
十	ʃip8										
拾	ʃip8										
失	ʃit7										
識	ʃit7										
實	ʃit8										
食	ʃit8										
審	ʃim3										
升	ʃin1										
身	ʃin1										
□	ʃin2	tsak7～，審斷。									
成	ʃin2	～就。									
誠	ʃin2										
神	ʃin2										
晨	ʃin2										
慎	ʃin3										
聖	ʃin5										
說	ʃot7										
稅	ʃoi5										
睡	ʃoi5										
船	ʃon2										
上	ʃoŋ1	～山。									
傷	ʃoŋ1										
常	ʃoŋ2										
償	ʃoŋ2										
裳	ʃoŋ2										
尚	ʃoŋ3										
賞	ʃoŋ3										
上	ʃoŋ5	山～。									
書	ʃu1										
收	ʃu1										
仇	ʃu2										
手	ʃu3										
守	ʃu3										
受	ʃu3										
樹	ʃu5										
誰	ʃui2										
水	ʃui3										
馴	ʃun2	～善，純善。									
西	si1										
死	si3										
四	si5										
敘	si5										
邪	sia2										
寫	sia3										
醒	siaŋ3										
蕭	siau1										
小	siau3										
集	sip8										
息	sit7										
瑟	sit7										
司	sɿ1										
絲	sɿ1										
私	sɿ1	～～tsɿ1，偷偷地。									
穌	sɿ1	耶～。									
使	sɿ3										
□	sɿ5	特～，特意。									
字	sɿ5										
事	sɿ5										
侍	sɿ5										
賜	sɿ5										
心	sim1										
新	sin										
辛	sin1										
星	sin1										
信	sin5	～得，信心。									
想	sioŋ3										
羞	siu1										
宿	siuk7										
頌	siuŋ5										
疏	so1										
所	so3	故～以，所以。									
所	so5	異族類人～求个，外邦人所追求的。可能原文誤。									
□	sot7	草～，能進眼睛的一點刺、屑。									
刷	sot7										
屑	sot7	草～，能進眼睛的一點刺、屑。									
歲	soi5										
賽	soi5	以～亞。									
算	son5										
喪	soŋ3										
爽	soŋ3	～失，失去。									
恤	sut7										
肅	suk7										
雖	sui1										
孫	sun1										
存	sun2										
送	suŋ5										
他	tʰa1	～人。									
踏	tʰap8										
□	tʰat7	tsau1～斥罵，侮辱。									
達	tʰat8										
□	tʰai1	（燈）臺。									
大	tʰai5										
太	tʰai5										
貪	tʰam1										
灘	tʰan1										
癱	tʰan1										
壇	tʰan2										
旦	tʰan3	約～河。									
但	tʰan3										
定	tʰan5	～li1，地方。地方今讀tʰaŋ5，原文誤。									
聽	tʰaŋ5										
定	tʰaŋ5	箇～，那個地方。～～都去，哪哪都去。									
逃	tʰau2										
萄	tʰau2										
道	tʰau5										
天	tʰen1										
田	tʰen2										
殿	tʰen5										
偷	tʰeu1										
頭	tʰeu2										
透	tʰeu5										
體	tʰi3										
地	tʰi5										
弟	tʰi5										
第	tʰi5										
墊	tʰiap7										
條	tʰiau2										
跳	tʰiau2	～下去。～舞。									
特	tʰit8	～sɿ5，特意。									
敵	tʰit8										
停	tʰin2										
駝	tʰo2										
妥	tʰo3										
脫	tʰot7										
奪	tʰot8										
託	tʰok7										
度	tʰok8	測～。									
推	tʰoi1	【又音】～辭。									
擡	tʰoi2										
代	tʰoi5										
待	tʰoi5	等～。									
袋	tʰoi5										
斷	tʰon1	割～。									
堂	tʰoŋ2										
糖	tʰoŋ2										
徒	tʰu2										
途	tʰu2	時～，時候。									
毒	tʰuk8										
獨	tʰuk8										
讀	tʰuk8										
推	tʰui1	～辭。									
退	tʰui5										
通	tʰuŋ1										
同	tʰuŋ2	～下，一樣。									
童	tʰuŋ2										
動	tʰuŋ5										
痛	tʰuŋ5										
哇	wa2	光～～li1 lo1，大光明囉。									
話	wa5										
挖	wat7										
劃	wak8										
萬	wan5										
禾	wo2										
完	won2	～身，全身。									
王	woŋ2										
烏	wu1										
無	wu2										
物	wut8										
屋	wuk7										
爲	wui2										
圍	wui2										
慰	wui3										
爲	wui5										
位	wui5										
溫	wun1										
□	tsak7	～ʃin2，審斷。									
窄	tsak7										
摘	tsak7										
災	tsai1										
宰	tsai3										
崽	tsai3	小孩。果實。									
再	tsai5										
債	tsai5										
斬	tsam3										
讚	tsan5										
爭	tsaŋ1										
朝	tsau1	晨～日，明天。多次出現。									
遭	tsau1										
糟	tsau1	～tʰat7斥罵，侮辱。									
早	tsau3										
則	tset7	名～，名聲。									
憎	tsen1	～惱，厭惡。									
走	tseu3										
奏	tseu5										
者	tʃa3										
隻	tʃak7										
沾	tʃam1										
正	tʃaŋ5										
招	tʃau1	～罪人。									
招	tʃau5	～人。～佢爲門徒。									
照	tʃau5										
之	tʃi1										
支	tʃi1	花一～。									
□	tʃi3	毋好～ku3我來壞律法，不要以爲我是來毀壞律法的。									
止	tʃi3										
旨	tʃi3										
指	tʃi3										
至	tʃi5	～小，最小。									
智	tʃi5										
斥	tʃit7	原文可能誤。									
織	tʃit7										
珍	tʃin1										
真	tʃin1										
整	tʃin3										
正	tʃin5	～係咁樣，正是這樣。									
癥	tʃin5										
著	tʃok7										
轉	tʃon3										
章	tʃoŋ1										
裝	tʃoŋ1	【又音】多次出現。									
掌	tʃoŋ3										
撞	tʃoŋ5	可能原文誤。									
週	tʃu1										
珠	tʃu1										
豬	tʃu1										
主	tʃu3										
咒	tʃu5										
蛀	tʃu5										
祝	tʃuk7										
囑	tʃuk7										
準	tʃun3										
中	tʃuŋ1										
終	tʃuŋ1										
中	tʃuŋ5	～意。									
衆	tʃuŋ5										
種	tʃuŋ5	耕～。									
祭	tsi5										
借	tsia5										
接	tsiap7										
跡	tsiak7	無形無～，無影無蹤。									
僬	tsiau2	【替字】阿～，小孩。今指小男孩。									
即	tsit7										
積	tsit7										
子	tsɿ1	一滴～，一點點。房～。									
諮	tsɿ1	～語，測量、評論。									
子	tsɿ3	俫～，兒子。妹～，女兒。									
祖	tsɿ3										
浸	tsim5										
精	tsin1	～穀。									
雀	tsiok7										
將	tsioŋ1										
獎	tsioŋ3										
酒	tsiu3										
足	tsiuk7										
□	tsiuk7	咁樣都算～，那樣就罷了。									
左	tso3										
做	tso5	喊～，叫做。									
裝	tsoŋ1										
壯	tsoŋ5										
葬	tsoŋ5										
捉	tsuk7										
尊	tsun1										
遵	tsun1										
中	tsuŋ1	【又音】多次出現，可能原文誤。									
種	tsuŋ3	多次出現，可能原文誤。									
總	tsuŋ3										
衆	tsuŋ5	少量出現，原文可能誤。									
